Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
66,Carmel High,https://www.schooldigger.com/go/CA/schools/0753000718/school.aspx,Carmel Unified,https://www.schooldigger.com/go/CA/district/07530/search.aspx,3600 Ocean Ave.,Carmel,https://www.schooldigger.com/go/CA/city/Carmel/search.aspx,93923,Monterey County,(831) 624-1821,9,12,No,No,No,No,845,52.5,16.00,0.14,0.01,0.00,0.05,0.19,0.00,0.14,0.61,96.5
67,The High School at Moorpark College,https://www.schooldigger.com/go/CA/schools/2569010455/school.aspx,Moorpark Unified,https://www.schooldigger.com/go/CA/district/25690/search.aspx,7075 Campus Rd.,Moorpark,https://www.schooldigger.com/go/CA/city/Moorpark/search.aspx,93021,Ventura County,(805) 378-1444,9,12,No,No,No,No,60,3,20.00,0.08,0.05,0.02,0.12,0.13,0.00,0.00,0.68,96.5
68,Renaissance Arts Academy,https://www.schooldigger.com/go/CA/schools/0176611314/school.aspx,Renaissance Arts Academy District,https://www.schooldigger.com/go/CA/district/01766/search.aspx,2558 N. San Fernando Rd.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90065,Los Angeles County,(323) 259-5700,KG,12,Yes,Yes,No,No,554,20,27.60,0.62,0.06,0.01,0.11,0.49,0.00,0.00,0.32,96.5
69,Torrey Pines High,https://www.schooldigger.com/go/CA/schools/3438005579/school.aspx,San Dieguito Union High,https://www.schooldigger.com/go/CA/district/34380/search.aspx,3710 Del Mar Heights Rd.,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92130,San Diego County,(858) 755-0125,9,12,No,No,No,No,2444,95,25.70,0.10,0.01,0.00,0.22,0.13,0.00,0.03,0.60,96.5
70,Westview High,https://www.schooldigger.com/go/CA/schools/3153010632/school.aspx,Poway Unified,https://www.schooldigger.com/go/CA/district/31530/search.aspx,13500 Camino Del Sur,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92129,San Diego County,(858) 780-2000,9,12,No,No,No,No,2384,87.3,27.20,0.16,0.02,0.00,0.39,0.09,0.01,0.07,0.42,96.4
71,Walnut High,https://www.schooldigger.com/go/CA/schools/4128006843/school.aspx,Walnut Valley Unified,https://www.schooldigger.com/go/CA/district/41280/search.aspx,400 N. Pierre Rd.,Walnut,https://www.schooldigger.com/go/CA/city/Walnut/search.aspx,91789,Los Angeles County,(909) 594-1333,9,12,No,No,No,No,2375,109.1,21.70,0.24,0.02,0.00,0.62,0.27,0.00,0.03,0.06,96.4
72,SOAR High (Students On Academic Rise),https://www.schooldigger.com/go/CA/schools/0282011610/school.aspx,Antelope Valley Union High,https://www.schooldigger.com/go/CA/district/02820/search.aspx,3041 W. Ave. K,Lancaster,https://www.schooldigger.com/go/CA/city/Lancaster/search.aspx,93536,Los Angeles County,(661) 722-6300,9,12,Yes,No,No,No,427,14,30.30,0.52,0.13,0.01,0.09,0.58,0.00,0.07,0.13,96.4
73,Mountain Valley Academy,https://www.schooldigger.com/go/CA/schools/3171008945/school.aspx,Ramona City Unified,https://www.schooldigger.com/go/CA/district/31710/search.aspx,1010 Ramona St.,Ramona,https://www.schooldigger.com/go/CA/city/Ramona/search.aspx,92065,San Diego County,(760) 787-3600,KG,12,No,No,No,No,222,8.4,26.20,0.20,0.01,0.01,0.01,0.16,0.00,0.02,0.80,96.4
74,Los Gatos High,https://www.schooldigger.com/go/CA/schools/2280003486/school.aspx,Los Gatos-Saratoga Union High,https://www.schooldigger.com/go/CA/district/22800/search.aspx,20 High Sch Ct.,Los Gatos,https://www.schooldigger.com/go/CA/city/Los+Gatos/search.aspx,95030,Santa Clara County,(408) 354-2730,9,12,(n/a),No,No,No,2138,93.9,22.70,0.05,0.00,0.00,0.13,0.11,0.00,0.12,0.64,96.4
75,Corona del Mar High,https://www.schooldigger.com/go/CA/schools/2724004109/school.aspx,Newport-Mesa Unified,https://www.schooldigger.com/go/CA/district/27240/search.aspx,2101 E.bluff Dr.,Newport Beach,https://www.schooldigger.com/go/CA/city/Newport+Beach/search.aspx,92660,Orange County,(949) 515-6000,7,12,No,No,No,No,2454,99.6,24.60,0.09,0.01,0.00,0.10,0.09,0.00,0.03,0.76,96.2
76,Davis Senior High,https://www.schooldigger.com/go/CA/schools/1062001176/school.aspx,Davis Joint Unified,https://www.schooldigger.com/go/CA/district/10620/search.aspx,315 W. 14th St.,Davis,https://www.schooldigger.com/go/CA/city/Davis/search.aspx,95616,Yolo County,(530) 757-5400,10,12,No,No,No,No,1806,72.9,24.70,0.18,0.03,0.00,0.19,0.20,0.00,0.05,0.53,96.1
77,Middle College High,https://www.schooldigger.com/go/CA/schools/3417010366/school.aspx,San Bernardino City Unified,https://www.schooldigger.com/go/CA/district/34170/search.aspx,1260 W. Esperanza St.,San Bernardino,https://www.schooldigger.com/go/CA/city/San+Bernardino/search.aspx,92410,San Bernardino County,(909) 888-4041,9,12,Yes,No,No,No,267,10,26.70,0.85,0.06,0.00,0.03,0.84,0.00,0.02,0.05,96.1
78,Saugus High,https://www.schooldigger.com/go/CA/schools/4251006961/school.aspx,William S. Hart Union High,https://www.schooldigger.com/go/CA/district/42510/search.aspx,21900 Centurion Way,Saugus,https://www.schooldigger.com/go/CA/city/Saugus/search.aspx,91350,Los Angeles County,(661) 297-3900,9,12,No,No,No,No,2481,95,26.00,0.17,0.02,0.00,0.09,0.33,0.00,0.05,0.51,96.1
79,San Luis Obispo High,https://www.schooldigger.com/go/CA/schools/3480005880/school.aspx,San Luis Coastal Unified,https://www.schooldigger.com/go/CA/district/34800/search.aspx,1499 San Luis Dr.,San Luis Obispo,https://www.schooldigger.com/go/CA/city/San+Luis+Obispo/search.aspx,93401,San Luis Obispo County,(805) 596-4040,9,12,No,No,No,No,1558,67.2,23.10,0.25,0.01,0.00,0.07,0.27,0.00,0.05,0.60,96.1
80,Mira Costa High,https://www.schooldigger.com/go/CA/schools/0002506328/school.aspx,Manhattan Beach Unified,https://www.schooldigger.com/go/CA/district/00025/search.aspx,1401 Artesia Blvd.,Manhattan Beach,https://www.schooldigger.com/go/CA/city/Manhattan+Beach/search.aspx,90266,Los Angeles County,(310) 318-7337,9,12,Yes,No,No,No,2552,100.2,25.40,0.07,0.02,0.00,0.10,0.15,0.00,0.11,0.62,96.1
81,Scripps Ranch High,https://www.schooldigger.com/go/CA/schools/3432002688/school.aspx,San Diego Unified,https://www.schooldigger.com/go/CA/district/34320/search.aspx,10410 Falcon Way,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92131,San Diego County,(858) 302-3400,9,12,No,No,No,No,2179,81.2,26.80,0.15,0.03,0.00,0.31,0.15,0.00,0.12,0.40,96
82,Natomas Charter,https://www.schooldigger.com/go/CA/schools/0200307250/school.aspx,Natomas Charter District,https://www.schooldigger.com/go/CA/district/02003/search.aspx,4600 Blackrock Dr.,Sacramento,https://www.schooldigger.com/go/CA/city/Sacramento/search.aspx,95835,Sacramento County,(916) 928-5353,KG,12,(n/a),Yes,No,No,1833,83.2,22.00,0.25,0.06,0.00,0.21,0.29,0.01,0.17,0.27,96
83,Diamond Bar High,https://www.schooldigger.com/go/CA/schools/4128007894/school.aspx,Walnut Valley Unified,https://www.schooldigger.com/go/CA/district/41280/search.aspx,21400 Pathfinder Rd.,Diamond Bar,https://www.schooldigger.com/go/CA/city/Diamond+Bar/search.aspx,91765,Los Angeles County,(909) 594-1405,9,12,No,No,No,No,2709,107.7,25.10,0.20,0.03,0.00,0.68,0.18,0.00,0.02,0.08,95.9
84,Albany High,https://www.schooldigger.com/go/CA/schools/0186000059/school.aspx,Albany City Unified,https://www.schooldigger.com/go/CA/district/01860/search.aspx,603 Key Route Blvd.,Albany,https://www.schooldigger.com/go/CA/city/Albany/search.aspx,94706,Alameda County,(510) 558-2500,9,12,No,No,No,No,1168,50.7,23.00,0.18,0.03,0.00,0.32,0.17,0.00,0.12,0.36,95.9
85,Clovis North High,https://www.schooldigger.com/go/CA/schools/0903011855/school.aspx,Clovis Unified,https://www.schooldigger.com/go/CA/district/09030/search.aspx,2770 E. International Ave.,Fresno,https://www.schooldigger.com/go/CA/city/Fresno/search.aspx,93730,Fresno County,(559) 327-5000,9,12,No,No,No,No,2549,103.6,24.50,0.23,0.03,0.01,0.20,0.26,0.00,0.04,0.47,95.9
86,West Ranch High,https://www.schooldigger.com/go/CA/schools/4251010914/school.aspx,William S. Hart Union High,https://www.schooldigger.com/go/CA/district/42510/search.aspx,26255 W. Valencia Blvd.,Valencia,https://www.schooldigger.com/go/CA/city/Valencia/search.aspx,91381,Los Angeles County,(661) 222-1220,9,12,No,No,No,No,2465,99.1,24.80,0.15,0.04,0.00,0.23,0.24,0.00,0.05,0.44,95.8
87,Evergreen Valley High,https://www.schooldigger.com/go/CA/schools/1182010665/school.aspx,East Side Union High,https://www.schooldigger.com/go/CA/district/11820/search.aspx,3300 Quimby Rd.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95148,Santa Clara County,(408) 347-7000,9,12,No,No,No,No,2961,115.2,25.60,0.16,0.01,0.00,0.78,0.14,0.00,0.03,0.04,95.8
88,Laguna Beach High,https://www.schooldigger.com/go/CA/schools/2037002454/school.aspx,Laguna Beach Unified,https://www.schooldigger.com/go/CA/district/20370/search.aspx,625 Park Ave.,Laguna Beach,https://www.schooldigger.com/go/CA/city/Laguna+Beach/search.aspx,92651,Orange County,(949) 497-7750,9,12,No,No,No,No,1068,53.6,19.90,0.11,0.01,0.00,0.06,0.11,0.00,0.05,0.77,95.8
89,El Segundo High,https://www.schooldigger.com/go/CA/schools/1221001388/school.aspx,El Segundo Unified,https://www.schooldigger.com/go/CA/district/12210/search.aspx,640 Main St.,El Segundo,https://www.schooldigger.com/go/CA/city/El+Segundo/search.aspx,90245,Los Angeles County,(310) 615-2661,9,12,Yes,No,No,No,1213,51.7,23.40,0.16,0.06,0.00,0.07,0.24,0.01,0.13,0.49,95.7
90,Anderson W. Clark Magnet High,https://www.schooldigger.com/go/CA/schools/1524007518/school.aspx,Glendale Unified,https://www.schooldigger.com/go/CA/district/15240/search.aspx,4747 New York Ave.,La Crescenta,https://www.schooldigger.com/go/CA/city/La+Crescenta/search.aspx,91214,Los Angeles County,(818) 248-8324,9,12,Yes,No,Yes,No,1111,43.2,25.60,0.56,0.00,0.00,0.11,0.06,0.00,0.01,0.83,95.5
91,Sage Creek High,https://www.schooldigger.com/go/CA/schools/0750013058/school.aspx,Carlsbad Unified,https://www.schooldigger.com/go/CA/district/07500/search.aspx,3900 Bobcat Blvd.,Carlsbad,https://www.schooldigger.com/go/CA/city/Carlsbad/search.aspx,92010,San Diego County,(760) 331-6600,9,12,No,No,No,No,1320,50.6,26.00,0.18,0.02,0.00,0.12,0.24,0.00,0.09,0.53,95.4
92,Coleville High,https://www.schooldigger.com/go/CA/schools/1187001325/school.aspx,Eastern Sierra Unified,https://www.schooldigger.com/go/CA/district/11870/search.aspx,111591 Highway 395,Coleville,https://www.schooldigger.com/go/CA/city/Coleville/search.aspx,96107,Mono County,(530) 495-2231,9,12,No,No,No,No,65,6.3,10.30,0.45,0.00,0.09,0.00,0.51,0.00,0.00,0.40,95.4
93,Foothill Technology High,https://www.schooldigger.com/go/CA/schools/4098008668/school.aspx,Ventura Unified,https://www.schooldigger.com/go/CA/district/40980/search.aspx,100 Day Rd.,Ventura,https://www.schooldigger.com/go/CA/city/Ventura/search.aspx,93003,Ventura County,(805) 289-0023,9,12,No,No,Yes,No,981,38.1,25.70,0.34,0.01,0.00,0.06,0.34,0.00,0.05,0.54,95.3
94,Lowell High,https://www.schooldigger.com/go/CA/schools/3441005643/school.aspx,San Francisco Unified,https://www.schooldigger.com/go/CA/district/34410/search.aspx,1101 Eucalyptus Dr.,San Francisco,https://www.schooldigger.com/go/CA/city/San+Francisco/search.aspx,94132,San Francisco County,(415) 759-2730,9,12,No,No,No,No,2774,111.1,24.90,0.35,0.02,0.00,0.59,0.10,0.00,0.10,0.18,95.3
95,Temecula Preparatory,https://www.schooldigger.com/go/CA/schools/0208408564/school.aspx,Temecula Preparatory District,https://www.schooldigger.com/go/CA/district/02084/search.aspx,35777 Abelia St.,Winchester,https://www.schooldigger.com/go/CA/city/Winchester/search.aspx,92596,Riverside County,(951) 926-6776,KG,12,Yes,Yes,No,No,1055,48.8,21.60,0.21,0.03,0.00,0.10,0.32,0.00,0.10,0.44,95.3
96,Woodcreek High,https://www.schooldigger.com/go/CA/schools/3363003513/school.aspx,Roseville Joint Union High,https://www.schooldigger.com/go/CA/district/33630/search.aspx,2551 Woodcreek Oaks Blvd.,Roseville,https://www.schooldigger.com/go/CA/city/Roseville/search.aspx,95747,Placer County,(916) 771-6565,9,12,No,No,No,No,2127,91.9,23.10,0.18,0.02,0.01,0.12,0.17,0.00,0.03,0.65,95.3
97,Palos Verdes Peninsula High,https://www.schooldigger.com/go/CA/schools/2970010246/school.aspx,Palos Verdes Peninsula Unified,https://www.schooldigger.com/go/CA/district/29700/search.aspx,27118 Silver Spur Rd.,Rolling Hills Estates,https://www.schooldigger.com/go/CA/city/Rolling+Hills+Estates/search.aspx,90274,Los Angeles County,(310) 377-4888,9,12,No,No,No,No,2329,95.8,24.30,0.09,0.03,0.00,0.40,0.11,0.00,0.08,0.38,95.2
98,Mark Keppel High,https://www.schooldigger.com/go/CA/schools/0015310930/school.aspx,Alhambra Unified,https://www.schooldigger.com/go/CA/district/00153/search.aspx,501 E. Hellman Ave.,Alhambra,https://www.schooldigger.com/go/CA/city/Alhambra/search.aspx,91801,Los Angeles County,(626) 943-6710,9,12,Yes,No,No,No,2257,81.9,27.50,0.57,0.00,0.00,0.75,0.21,0.00,0.03,0.01,95.2
99,Irvington High,https://www.schooldigger.com/go/CA/schools/1440001671/school.aspx,Fremont Unified,https://www.schooldigger.com/go/CA/district/14400/search.aspx,41800 Blacow Rd.,Fremont,https://www.schooldigger.com/go/CA/city/Fremont/search.aspx,94538,Alameda County,(510) 656-5711,9,12,No,No,Yes,No,2294,102.8,22.30,0.17,0.01,0.00,0.76,0.09,0.00,0.02,0.11,95
100,Leigh High,https://www.schooldigger.com/go/CA/schools/0723008122/school.aspx,Campbell Union High,https://www.schooldigger.com/go/CA/district/07230/search.aspx,5210 Leigh Ave.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95124,Santa Clara County,(408) 626-3405,9,12,No,No,No,No,1772,75.6,23.40,0.10,0.00,0.00,0.22,0.18,0.01,0.06,0.53,94.9
101,Las Lomas High,https://www.schooldigger.com/go/CA/schools/0165000035/school.aspx,Acalanes Union High,https://www.schooldigger.com/go/CA/district/01650/search.aspx,1460 S. Main St.,Walnut Creek,https://www.schooldigger.com/go/CA/city/Walnut+Creek/search.aspx,94596,Contra Costa County,(925) 280-3920,9,12,Yes,No,No,No,1601,76.9,20.80,0.12,0.02,0.00,0.17,0.14,0.00,0.04,0.63,94.9
102,Parkview,https://www.schooldigger.com/go/CA/schools/3066008754/school.aspx,Placentia-Yorba Linda Unified,https://www.schooldigger.com/go/CA/district/30660/search.aspx,2189 N. Kraemer Blvd.,Placentia,https://www.schooldigger.com/go/CA/city/Placentia/search.aspx,92870,Orange County,(714) 986-7050,KG,12,No,No,No,No,183,7,26.10,0.16,0.00,0.01,0.18,0.23,0.00,0.04,0.55,94.9
103,Da Vinci Charter Academy,https://www.schooldigger.com/go/CA/schools/1062012422/school.aspx,Davis Joint Unified,https://www.schooldigger.com/go/CA/district/10620/search.aspx,1400 E. Eighth St.,Davis,https://www.schooldigger.com/go/CA/city/Davis/search.aspx,95616,Yolo County,(530) 757-7154,7,12,No,Yes,Yes,No,588,25.1,23.30,0.16,0.02,0.00,0.08,0.18,0.01,0.05,0.66,94.9
104,Cerritos High,https://www.schooldigger.com/go/CA/schools/0162000010/school.aspx,ABC Unified,https://www.schooldigger.com/go/CA/district/01620/search.aspx,12500 E. 183rd St.,Cerritos,https://www.schooldigger.com/go/CA/city/Cerritos/search.aspx,90703,Los Angeles County,(562) 229-7715,9,12,No,No,No,No,2177,88.7,24.50,0.32,0.06,0.00,0.57,0.26,0.01,0.03,0.06,94.9
105,Alameda High,https://www.schooldigger.com/go/CA/schools/0177000041/school.aspx,Alameda Unified,https://www.schooldigger.com/go/CA/district/01770/search.aspx,2200 Central Ave.,Alameda,https://www.schooldigger.com/go/CA/city/Alameda/search.aspx,94501,Alameda County,(510) 337-7022,9,12,No,No,No,No,1767,76.2,23.10,0.21,0.05,0.00,0.45,0.13,0.01,0.07,0.31,94.8
106,Rancho Bernardo High,https://www.schooldigger.com/go/CA/schools/3153010004/school.aspx,Poway Unified,https://www.schooldigger.com/go/CA/district/31530/search.aspx,13010 Paseo Lucido,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92128,San Diego County,(858) 485-4800,9,12,No,No,No,No,2373,84.4,28.00,0.19,0.03,0.00,0.25,0.15,0.01,0.06,0.50,94.8
107,Alameda Community Learning Center,https://www.schooldigger.com/go/CA/schools/0166408673/school.aspx,Alameda Community Learning Center District,https://www.schooldigger.com/go/CA/district/01664/search.aspx,1900 Third St.,Alameda,https://www.schooldigger.com/go/CA/city/Alameda/search.aspx,94501,Alameda County,(510) 995-4300,6,12,(n/a),Yes,No,No,351,13.8,25.30,0.27,0.08,0.00,0.26,0.13,0.00,0.18,0.35,94.7
108,Edison High,https://www.schooldigger.com/go/CA/schools/1806002226/school.aspx,Huntington Beach Union High,https://www.schooldigger.com/go/CA/district/18060/search.aspx,21400 Magnolia,Huntington Beach,https://www.schooldigger.com/go/CA/city/Huntington+Beach/search.aspx,92646,Orange County,(714) 962-1356,9,12,No,No,No,No,2440,109.3,22.30,0.16,0.01,0.01,0.12,0.17,0.01,0.07,0.63,94.6
109,Mission Vista High,https://www.schooldigger.com/go/CA/schools/4119012341/school.aspx,Vista Unified,https://www.schooldigger.com/go/CA/district/41190/search.aspx,1306 Melrose Dr.,Oceanside,https://www.schooldigger.com/go/CA/city/Oceanside/search.aspx,92057,San Diego County,(760) 758-6800,9,12,No,No,Yes,No,1693,75.6,22.30,0.27,0.02,0.00,0.09,0.33,0.01,0.05,0.49,94.6
110,Piedmont Hills High,https://www.schooldigger.com/go/CA/schools/1182001307/school.aspx,East Side Union High,https://www.schooldigger.com/go/CA/district/11820/search.aspx,1377 Piedmont Rd.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95132,Santa Clara County,(408) 347-3800,9,12,No,No,Yes,No,2058,85.8,23.90,0.26,0.02,0.00,0.65,0.23,0.01,0.05,0.05,94.3
111,Mt. Carmel High,https://www.schooldigger.com/go/CA/schools/3153004890/school.aspx,Poway Unified,https://www.schooldigger.com/go/CA/district/31530/search.aspx,9550 Carmel Mountain Rd.,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92129,San Diego County,(858) 484-1180,9,12,No,No,No,No,1906,75.9,25.10,0.25,0.04,0.00,0.27,0.15,0.01,0.09,0.45,94.2
112,Alliance Marc & Eva Stern Math and Science,https://www.schooldigger.com/go/CA/schools/0244611642/school.aspx,Alliance Marc & Eva Stern Math and Science District,https://www.schooldigger.com/go/CA/district/02446/search.aspx,5151 State Univ Dr. Lot 2,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90032,Los Angeles County,(323) 987-2144,9,12,Yes,Yes,No,No,607,31.4,19.20,0.86,0.01,0.00,0.02,0.95,0.00,0.01,0.02,94.2
113,Redwood High,https://www.schooldigger.com/go/CA/schools/3879006523/school.aspx,Tamalpais Union High,https://www.schooldigger.com/go/CA/district/38790/search.aspx,395 Doherty Dr.,Larkspur,https://www.schooldigger.com/go/CA/city/Larkspur/search.aspx,94939,Marin County,(415) 924-6200,9,12,No,No,No,No,1928,103.8,18.50,0.08,0.02,0.00,0.06,0.14,0.01,0.06,0.71,94.1
114,Folsom High,https://www.schooldigger.com/go/CA/schools/1389001570/school.aspx,Folsom-Cordova Unified,https://www.schooldigger.com/go/CA/district/13890/search.aspx,1655 Iron Point Rd.,Folsom,https://www.schooldigger.com/go/CA/city/Folsom/search.aspx,95630,Sacramento County,(916) 294-2400,9,12,No,No,No,No,2472,95,26.00,0.15,0.04,0.00,0.22,0.14,0.00,0.06,0.55,94.1
115,Dublin High,https://www.schooldigger.com/go/CA/schools/0001909273/school.aspx,Dublin Unified,https://www.schooldigger.com/go/CA/district/00019/search.aspx,8151 Village Pkwy.,Dublin,https://www.schooldigger.com/go/CA/city/Dublin/search.aspx,94568,Alameda County,(925) 833-3300,9,12,No,No,No,No,2978,121.3,24.50,0.10,0.04,0.00,0.50,0.13,0.00,0.09,0.24,94.1
116,Oakmont High,https://www.schooldigger.com/go/CA/schools/3363005190/school.aspx,Roseville Joint Union High,https://www.schooldigger.com/go/CA/district/33630/search.aspx,1710 Cirby Way,Roseville,https://www.schooldigger.com/go/CA/city/Roseville/search.aspx,95661,Placer County,(916) 782-3781,9,12,No,No,Yes,No,2044,86.8,23.50,0.25,0.03,0.01,0.18,0.20,0.01,0.04,0.53,94
117,Los Angeles Center for Enriched Studies,https://www.schooldigger.com/go/CA/schools/2271008887/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,5931 W. 18th St.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90035,Los Angeles County,(323) 549-5900,6,12,Yes,No,Yes,No,1670,64.5,25.80,0.54,0.21,0.01,0.18,0.32,0.00,0.00,0.29,94
